No,KOI Code,Variation,Breeder,VariationID,BreederID,Bloodline,BloodlineID,MMYY,Sequence,Nickname,Variety ,Gender,Birth Year & Month,Age,Breeder,Purchase Date,Size (cm),updated date,update size (cm),Seller Agent,Handling Agent,Price Buy ( JPY ),Price Buy ( IDR ),Keeping Location,Link Photos,Link Video,Link Trophy,Link Certificate,Sell Price (IDR),Sell Price ( JPY),Date of Sell,Buyer Name,Date of Death,Death Note,
330,KAUSFF122300001,KAU,SFF,97,71,Mandarin,NULL,1223,00001,,Kohaku,Unknown,Dec 2022,1,Sakai Fish Farm,,17,,,PIETH,,220000,,,KAUSFF122300001.JPG,KAUSFF122300001.mov,,,,,,,,,
331,KAUSFF122300002,KAU,SFF,97,71,Bonita,NULL,1223,00002,,Kohaku,Unknown,Dec 2022,1,Sakai Fish Farm,,18,,,PIETH,,240000,,,KAUSFF122300002.JPG,KAUSFF122300002.MP4,,,,,,,,,
332,KAUSFF122300003,KAU,SFF,97,71,Miss Kyoto,NULL,1223,00003,,Kohaku,Unknown,Dec 2022,1,Sakai Fish Farm,,19,,,PIETH,,170000,,,KAUSFF122300003.PNG,KAUSFF122300003.MP4,,,,,,,,,
333,TAISFF042300002,TAI,SFF,164,71,Emerald,NULL,0423,00002,,Taisho Sanshoku,Female,Apr 2022,1,Sakai Fish Farm,,46,,,PIETH,,1100000,,,TAISFF042300002.PNG,TAISFF042300002.mov,,,,,,,,,
334,SANSFF042300001,SAN,SFF,150,71,Beauty Japan,NULL,0423,00001,,Sanke,Female,Apr 2022,1,Sakai Fish Farm,,45,,,PIETH,,1500000,,,SANSFF042300001.PNG,SANSFF042300001.mov,,,,,,,,,
335,TSASFF042300002,TSA,SFF,173,71,Silk Sonic,NULL,0423,00002,,Tancho Sanke,Female,Apr 2022,1,Sakai Fish Farm,,38,,,PIETH,,960000,,,TSASFF042300002.PNG,TSASFF042300002.mov,,,,,,,,,
336,TANSFF042300002,TAN,SFF,165,71,Lily,7,0423,00002,,Tancho,Female,Apr 2022,1,Sakai Fish Farm,,44,,,PIETH,,710000,,,TAISFF042300002.PNG,TANSFF042300002.mov,,,,,,,,,
337,KAUSFF042300002,KAU,SFF,97,71,Puple Rain,NULL,0423,00002,,Kohaku,Female,Apr 2022,1,Sakai Fish Farm,,44,,,PIETH,,100000,,,KAUSFF042300002.PNG,KAUSFF042300002.mov,,,,,,,,,
338,GSAMNC032300001,GSA,MNC,61,93,,NULL,0323,00001,,Ginrin Sanke,Female,Mar 2021,2,Matsue Nishikigoi Center, ,50,,,PIETH,,81000,,,GSAMNC032300001.jpg,GSAMNC032300001.mov,,,,,,,,,
339,GSIXXX032300001,GSI,XXX,63,NULL,,NULL,0323,00001,,Ginrin Shiroutsuri,Female,Mar 2021,2,,,52,,,PIETH,,253000,,,GSIXXX032300001.jpg,GSIXXX032300001.mov,,,,,,,,,
340,THOOMK032300001,THO,OMK,NULL,62,,NULL,0323,00001,,Tancho Kohaku,Female,Mar2022,2,Okayama Momotaro Koi, ,48,,,PIETH,,205000,,,THOOMK032300001.jpg,THOOMK032300001.mov,,,,,,,,,
341,SAN MNC032300001,SAN ,MNC,NULL,93,,NULL,0323,00001,,Sanke,Female,Mar 2022,1,Matsue Nishikigoi Center, ,33,,,PIETH,,30000,,,SAN MNC032300001.jpg,SAN MNC032300001.mov,,,,,,,,,
342,KAUOMK032300001,KAU,OMK,97,62,,NULL,0323,00001,,Kohaku,Unknown,Mar 2022,1,Okayama Momotaro Koi, ,,,,PIETH,,120000,,,KAUOMK032300001.jpg,KAUOMK032300001.mov,,,,,,,,,
343,KAUMAY042300001,KAU,MAY,97,38,,NULL,0423,00001,,Kohaku,Unknown,,,Maruyama Koi Farm, ,,,,PIETH,,,,,KAUMAY042300001.JPG,KAUMAY042300001.MP4,,,,,,,,,
344,TKUKKV032300001,TKU,KKV,171,NULL,,NULL,0323,00001,,Tancho Kujyaku,Unknown,,,Kaneko Koi Farm,,,,,PIETH,,,,,TKUKKV032300001.JPG,TKUKKV032300001.MP4,,,,,,,,,
345,SANMAR042300001,SAN,MAR,150,37,,NULL,0423,00001,,Sanke,Unknown,Apr 2022,1,Marudo Koi Farm,,,,,PIETH,,,,,SANMAR042300001.JPG,SANMAR042300001.MP4,,,,,,,,,
346,GOIOYA112300001,GOI,OYA,74,94,,NULL,1123,00001,,Goshiki,Unknown,Nov 2021,2,OYAMA Koi Farm,,,,,PIETH,,,,,GOIOYA112300001.JPG,GOIOYA112300001.MP4,,,,,,,,,
347,SHUOYA112300001,SHU,OYA,159,94,,NULL,1123,00001,,Shusui,Unknown,Nov 2021,2,OYAMA Koi Farm,Nov 2023,,,,PIETH,,,,,SHUOYA112300001.JPG,SHUOYA112300001.MP4,,,,,,,,,
348,GOAOYA102300001,GOA,OYA,55,94,,NULL,1023,00001,,Ginrin Ochiba,Female,Oct 2021,2,OYAMA Koi Farm,Oct 2023,63,,,PIETH,,510000,,,GOAOYA102300001.JPG,GOAOYA102300001.MP4,,,,,,,,,
349,ARAOYA012300001,ARA,OYA,180,94,,NULL,0123,00001,,Aragoke,Unknown,,2,OYAMA Koi Farm,Oct 2023,,,,PIETH,,,,,ARAOYA012300001.JPG,,,,,,,,,,
350,OCHOZI102300001,OCH,OZI,137,66,,NULL,1023,00001,,Ochiba Shigure,Unknown,,,Ozumi Ikarashi Koi Farm,Oct 2023,,,,PIETH,,,,,,OCHOZI102300001.MP4,,,,,,,,,
351,TSASFF042300001,TSA,SFF,173,71,Dragon Ball,NULL,0423,00001,,Tancho Sanke,Female,,,Sakai Fish Farm,Apr 2023,42,,,PIETH,,350000,,,TSASFF042300001.JPG,TSASFF042300001.mov,,,,,,,,,
352,SHOIKF042300001,SHO,IKF,155,13,,NULL,0423,00001,,Showa,Unknown,Apr 2022,1,ISA Koi Farm,Apr 2023,31,,,PIETH,,500000,,,SHOIKF042300001.PNG,SHOIKF042300001.mov,,,,,,,,,
353,SHOIKF042300002,SHO,IKF,155,13,,NULL,0423,00002,,Showa,Unknown,Apr 2022,1,ISA Koi Farm,Apr 2023,34,,,PIETH,,250000,,,SHOIKF042300002.PNG,SHOIKF042300002.mov,,,,,,,,,
354,KAUODA042300001,KAU,ODA,97,95,,NULL,0423,00001,,Kohaku,Male,,,Odakan Koi Farm,Apr 2023,32,,,PIETH,,300000,,,KAUODA042300001\.PNG,KAUODA042300001.mov,,,,,,,,,
355,KAUODA042300002,KAU,ODA,97,95,,NULL,0423,00002,,Kohaku,Male,,,Odakan Koi Farm,Apr 2023,37,,,PIETH,,800000,,,KAUODA042300002.png,,,,,,,,,,
356,SANODA042300001,SAN,ODA,150,95,Dragon Ball,NULL,0423,00001,,Sanke,Female,,,Odakan Koi Farm,Apr 2023,43,,,PIETH,,700000,,,SANODA042300001.PNG,SANODA042300001.mov,,,,,,,,,
357,SANODA042300002,SAN,ODA,150,95,Dragon Ball,NULL,0423,00002,,Sanke,Female,,,Odakan Koi Farm,Apr 2023,39,,,PIETH,,500000,,,SANODA042300002.png,SANODA042300002.mov,,,,,,,,,
358,SANMOK122300001,SAN,MOK,150,47,,NULL,1223,00001,,Sanke,Unknown,,,Momotaro Koi ,Dec 2023,17,,,PIETH,,100000,,,SANMOK122300001.PNG,,,,,,,,,,
359,KAUMAF122300001,KAU,MAF,97,96,Hakuto,NULL,1223,00001,,Kohaku,Unknown,,,Matsue Farm,Dec 2023,21,,,PIETH,,100000,,,KAUMAF122300001.PNG,,,,,,,,,,
360,SANMAF122300001,SAN,MAF,150,96,Tsukishima,NULL,1223,00001,,Sanke,Unknown,,,Matsue Farm,Dec 2023,18,,,PIETH,,100000,,,SANMAF122300001.PNG,,,,,,,,,,
361,SANMAF122300002,SAN,MAF,150,96,Tsukishima,NULL,1223,00002,,Sanke,Unknown,,,Matsue Farm,Dec 2023,19,,,PIETH,,50000,,,SANMAF122300002.PNG,,,,,,,,,,
362,SANMAF122300003,SAN,MAF,150,96,Tsukishima,NULL,1223,00003,,Sanke,Unknown,,,Matsue Farm,Dec 2023,20,,,PIETH,,20000,,,SANMAF122300003.PNG,,,,,,,,,,
363,SANMAF122300004,SAN,MAF,150,96,Ginga,NULL,1223,00004,,Sanke,Unknown,,,Matsue Farm,Dec 2023,17,,,PIETH,,50000,,,SANMAF122300004.PNG,,,,,,,,,,
364,SHADKF122300001,SHA,DKF,NULL,3,Monroe,14,1223,00001,,Showa,Unknown,,,Dainichi Koi Farm,Dec 2023,19,,,PIETH,,50000,,,SHADKF122300001.PNG,,,,,,,,,,
365,SHADKF122300002,SHA,DKF,NULL,3,SuperMonster,10,1223,00002,,Showa,Unknown,,,Dainichi Koi Farm,Dec 2023,17,,,PIETH,,50000,,,SHADKF122300002.PNG,,,,,,,,,,
366,SUTOMF122300001,SUT,OMF,153,61,,NULL,1223,00001,,Shiroutsuri,Unknown,,,Omosako Koi Farm,Dec 2023,21,,,PIETH,,50000,,,SUTOMF122300001.PNG,,,,,,,,,,
367,SUTOMF122300002,SUT,OMF,153,61,,NULL,1223,00002,,Shiroutsuri,Unknown,,,Omosako Koi Farm,Dec 2023,22,,,PIETH,,30000,,,SUTOMF122300002.PNG,,,,,,,,,,
368,KAUSFF122300004,KAU,SFF,97,71,Miss Milano,NULL,1223,00004,,Kohaku,Unknown,,,Sakai Fish Farm,Dec 2023,24,,,PIETH,,100000,,,KAUSFF122300004.PNG,,,,,,,,,,
369,KAUSFF122300005,KAU,SFF,97,71,Shangrila,NULL,1223,00005,,Kohaku,Unknown,,,Sakai Fish Farm,Dec 2023,25,,,PIETH,,100000,,,KAUSFF122300005.PNG,,,,,,,,,,
370,SANSFF122300004,SAN,SFF,150,71,Miss Kyoto,NULL,1223,00004,,Sanke,Unknown,,,Sakai Fish Farm,Dec 2023,23,,,PIETH,,100000,,,KAUSFF122300004.PNG,,,,,,,,,,
371,SANSFF122300005,SAN,SFF,150,71,Miss Milano,NULL,1223,00005,,Sanke,Unknown,,,Sakai Fish Farm,Dec 2023,24,,,PIETH,,100000,,,SANSFF122300005.PNG,,,,,,,,,,
372,KAUSFF122300006,KAU,SFF,97,71,Miss Milano,NULL,1223,00006,,Kohaku,Unknown,,,Sakai Fish Farm,Dec 2023,25,,,PIETH,,100000,,,SANSFF122300005.PNG,,,,,,,,,,
373,SHAIKF122300001,SHA,IKF,NULL,13,,NULL,1223,00001,,Showa,Unknown,,,ISA Koi Farm,Dec 2023,21,,,PIETH,,100000,,,SHAIKF122300001.PNG,,,,,,,,,,
374,SHAIKF122300002,SHA,IKF,NULL,13,,NULL,1223,00002,,Showa,Unknown,,,ISA Koi Farm,Dec 2023,23,,,PIETH,,100000,,,SHAIKF122300002.PNG,,,,,,,,,,
375,SHAIKF122300003,SHA,IKF,NULL,13,,NULL,1223,00003,,Showa,Unknown,,,ISA Koi Farm,Dec 2023,21,,,PIETH,,50000,,,SHAIKF122300003.PNG,,,,,,,,,,
376,SANSFF122300006,SAN,SFF,150,71,Miss Milano,NULL,1223,00006,,Sanke,Unknown,,,Sakai Fish Farm,Dec 2023,24,,,PIETH,,100000,,,SANSFF122300006.PNG,,,,,,,,,,
377,KAUSFF122300007,KAU,SFF,97,71,Shangrila,NULL,1223,00007,,Kohaku,Unknown,,,Sakai Fish Farm,Dec 2023,25,,,PIETH,,50000,,,KAUSFF122300007.PNG,,,,,,,,,,
378,SANSFF122300007,SAN,SFF,150,71,Emerald,NULL,1223,00007,,Sanke,Unknown,,,Sakai Fish Farm,Dec 2023,25,,,PIETH,,100000,,,SANSFF122300007.PNG,,,,,,,,,,
379,SANSFF122300008,SAN,SFF,150,71,Emerald,NULL,1223,00008,,Sanke,Unknown,,,Sakai Fish Farm,Dec 2023,25,,,PIETH,,50000,,,SANSFF122300008.PNG,,,,,,,,,,
380,SANSFF122300009,SAN,SFF,150,71,Phoenix,NULL,1223,00009,,Sanke,Unknown,,,Sakai Fish Farm,Dec 2023,22,,,PIETH,,50000,,,SANSFF122300009.PNG,,,,,,,,,,
381,KAUODA112300001,KAU,ODA,97,95,,NULL,1123,00001,,Kohaku,Female,,,Odakan Koi Farm,Nov 2023,52,,,PIETH,,500000,,,KAUODA112300001.PNG,KAUODA112300001.mov,,,,,,,,,
382,SANSFF122300010,SAN,SFF,150,71,Original Love,NULL,1223,00010,,Sanke,Unknown,,1,Sakai Fish Farm,Dec 2023,16,,,PIETH,,160000,,,,SANSFF122300010.mov,,,,,,,,,
383,KAUSFF122300008,KAU,SFF,97,71,Miss Milano,NULL,1223,00008,,Kohaku,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,KAUSFF122300008.PNG,KAUSFF122300008.mov,,,,,,,,,
384,KAUSFF122300009,KAU,SFF,97,71,Miss Milano,NULL,1223,00009,,Kohaku,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,KAUSFF122300009.JPG,,,,,,,,,,
385,KAUSFF122300010,KAU,SFF,97,71,Miss Milano,NULL,1223,00010,,Kohaku,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,KAUSFF122300010.JPG,,,,,,,,,,
386,KAUSFF122300011,KAU,SFF,97,71,Miss Milano,NULL,1223,00011,,Kohaku,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,KAUSFF122300011.JPG,,,,,,,,,,
387,KAUSFF122300012,KAU,SFF,97,71,Miss Milano,NULL,1223,00012,,Kohaku,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,KAUSFF122300012.JPG,,,,,,,,,,
388,TSASFF122300001,TSA,SFF,173,71,Miss Milano,NULL,1223,00001,,Tancho Sanke,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,TSASFF122300001.PNG,TSASFF122300001.mov,,,,,,,,,
389,TSASFF122300002,TSA,SFF,173,71,Miss Milano,NULL,1223,00002,,Tancho Sanke,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,TSASFF122300002.PNG,,,,,,,,,,
390,TSASFF122300003,TSA,SFF,173,71,Miss Milano,NULL,1223,00003,,Tancho Sanke,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,TSASFF122300003.PNG,,,,,,,,,,
391,TSASFF122300004,TSA,SFF,173,71,Miss Milano,NULL,1223,00004,,Tancho Sanke,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,TSASFF122300004.PNG,,,,,,,,,,
392,TSASFF122300005,TSA,SFF,173,71,Miss Milano,NULL,1223,00005,,Tancho Sanke,Unknown,,1,Sakai Fish Farm,Dec 2023,,,,PIETH,,10000,,,TSASFF122300005.JPG,,,,,,,,,,
393,ASITOY122300001,ASI,TOY,1,97,,NULL,1223,00001,,Asagi,Unknown,,2,Toyama Koi farm,Dec 2023,,,,PIETH,,,,,ASITOY122300001.JPG,ASITOY122300001.MP4,,,,,,,,,
394,SANXXX102300001,SAN,XXX,150,NULL,,NULL,1023,00001,,Sanke,Unknown,,2,,Oct 2023,,,,PIETH,,,,,,SANXXX102300001.MP4,,,,,,,,,
395,SANSFF122300011,SAN,SFF,150,71,Miss Milano,NULL,1223,00011,,Sanke,Unknown,,1,Sakai Fish Farm,Dec 2023,20,,,PIETH,,450000,,,SANSFF122300011.JPG,SANSFF122300011.mov,,,,,,,,,
396,SANSFF122300012,SAN,SFF,150,71,Miss Milano,NULL,1223,00012,,Sanke,Unknown,,1,Sakai Fish Farm,Dec 2023,16,,,PIETH,,500000,,,SANSFF122300012.PNG,SANSFF122300012.mov,,,,,,,,,
397,KAUSFF122300013,KAU,SFF,97,71,Miss Milano,NULL,1223,00013,,Kohaku,Unknown,,1,sakai Fish Farm,Dec 2023,16,,,PIETH,,190000,,,KAUSFF122300013.JPG,KAUSFF122300013.mov,,,,,,,,,
398,SANSFF122300013,SAN,SFF,150,71,Miss Milano,NULL,1223,00013,,Sanke,Unknown,,1,sakai Fish Farm,Dec 2023,17,,,PIETH,,250000,,,SANSFF122300013.JPG,SANSFF122300013.mov,,,,,,,,,
399,SANMNC122300001,SAN,MNC,150,93,,NULL,1223,00001,,Sanke,Unknown,,,Matsue Nishikigoi Center,Dec 2023,,,,PIETH,,,,,SANMNC122300001.JPG,SANMNC122300001.MP4,,,,,,,,,
400,GSAMNC112300001,GSA,MNC,61,93,Tsukishima,NULL,1123,00001,,Ginrin Sanke,Female,,2,Matsue Nishikigoi Center,Nov 2023,50,,,PIETH,,81000,,,GSAMNC112300001.jpg,GSAMNC112300001.mov,,,,,,,,,
401,SANMNC032300001,SAN,MNC,150,93,,NULL,0323,00001,,Sanke,Female,,1,Matsue Nishikigoi Center,Mar 2023,33,,,PIETH,,30000,,,SANMNC032300001.PNG,SANMNC032300001.mov,,,,,,,,,
402,SANMOK042300001,SAN,MOK,150,47,,NULL,0423,00001,,Sanke,Male,,1,Momotaro Koi,Apr 2023,33,,,PIETH,,100000,,,SANMOK042300001.PNG,SANMOK042300001.mov,,,,,,,,,
403,GKOMOK042300001,GKO,MOK,46,47,,NULL,0423,00001,,Ginrin Kohaku,Female,,1,Momotaro Koi,Apr 2023,31,,,PIETH,,50000,,,GKOMOK042300001.PNG,GKOMOK042300001.mov,,,,,,,,,
404,KAUMOK042300001,KAU,MOK,97,47,,NULL,0423,00001,,Kohaku,Female,,1,Momotaro Koi,Apr 2023,37,,,PIETH,,50000,,,KAUMOK042300001.PNG,KAUMOK042300001.mov,,,,,,,,,
405,KAUMOK112300001,KAU,MOK,97,47,,NULL,1123,00001,,Kohaku,Female,,2,Momotaro Koi,Nov 2023,57,,,PIETH,,,,,KAUMOK112300001.PNG,KAUMOK112300001.mov,,,,,,,,,
406,KAUMOK112300002,KAU,MOK,97,47,,NULL,1123,00002,,Kohaku,Female,,2,Momotaro Koi,Nov 2023,56,,,PIETH,,,,,KAUMOK112300002.jpg,KAUMOK112300002.mov,,,,,,,,,
407,KAUMOK112300003,KAU,MOK,97,47,,NULL,1123,00003,,Kohaku,Female,,2,Momotaro Koi,Nov 2023,55,,,PIETH,,,,,KAUMOK112300003.jpg,KAUMOK112300003.mov,,,,,,,,,
408,GSAMOK112300001,GSA,MOK,61,47,,NULL,1123,00001,,Ginrin Sanke,Unknown,,1,Momotaro Koi,Nov 2023,19,,,PIETH,,,,,GSAMOK112300001.jpg,GSAMOK112300001.mov,,,,,,,,,
409,KAUMOK112300004,KAU,MOK,97,47,,NULL,1123,00004,,Kohaku,Female,,2,Momotaro Koi,Nov 2023,55,,,PIETH,,,,,KAUMOK112300004.jpg,KAUMOK112300004.mov,,,,,,,,,
410,SANMOK122300002,SAN,MOK,150,47,,NULL,1223,00002,,Sanke,Unknown,,1,Momotaro Koi,Dec 2023,25,,,PIETH,,190000,,,SANMOK122300002.jpg,SANMOK122300002.mov,,,,,,,,,
411,SANMOK122300003,SAN,MOK,150,47,,NULL,1223,00003,,Sanke,Unknown,,1,Momotaro Koi,Dec 2023,21,,,PIETH,,450000,,,SANMOK122300003.jpg,SANMOK122300003.mov,,,,,,,,,
412,KAUMOK122300001,KAU,MOK,97,47,,NULL,1223,00001,,Kohaku,Unknown,,1,Momotaro Koi,Dec 2023,23,,,PIETH,,150000,,,KAUMOK122300001.PNG,KAUMOK122300001.mov,,,,,,,,,
413,KAUMOK102300001,KAU,MOK,97,47,,NULL,1023,00001,,Kohaku,Female,,2,Momotaro Koi,Oct 2023,51,,,PIETH,,,,,KAUMOK102300001.PNG,KAUMOK102300001.mov,,,,,,,,,
414,KAUMOK102300002,KAU,MOK,97,47,,NULL,1023,00002,,Kohaku,Female,,2,Momotaro Koi,Oct 2023,57,,,PIETH,,,,,KAUMOK102300002.PNG,KAUMOK102300002.MP4,,,,,,,,,
415,TKOMOK102300001,TKO,MOK,170,47,,NULL,1023,00001,,Tancho Kohaku,Female,,2,Momotaro Koi,Oct 2023,52,,,PIETH,,,,,TKOMOK102300001.jpg,TKOMOK102300001.MP4,,,,,,,,,
416,GKOMOK032300001,GKO,MOK,46,47,,NULL,0323,00001,,Ginrin Kohaku,Male,,,Momotaro Koi,Mar 2023,,,,PIETH,,,,,GKOMOK032300001.JPG,GKOMOK032300001.MOV,,,,,,,,,
417,KAUMOK052300001,KAU,MOK,97,47,,NULL,0523,00001,,Kohaku,Female,,1,Momotaro Koi,May 2023,41,,,PIETH,,,,,KAUMOK052300001.PNG,KAUMOK052300001.mov,,,,,,,,,
418,KAUMOK052300002,KAU,MOK,97,47,,NULL,0523,00002,,Kohaku,Female,,1,Momotaro Koi,May 2023,37,,,PIETH,,,,,KAUMOK052300002.PNG,KAUMOK052300002.mov,,,,,,,,,
419,KAUMOK052300003,KAU,MOK,97,47,,NULL,0523,00003,,Kohaku,Female,,1,Momotaro Koi,May 2023,40,,,PIETH,,,,,KAUMOK052300003.PNG,KAUMOK052300003.mov,,,,,,,,,
420,TANOMK112300001,TAN,OMK,165,62,,NULL,1123,00001,,Tancho,Unknown,,,Okayama Momotaro Koi,Nov 2023,,,,PIETH,,,,,TANOMK112300001.jpg,TANOMK112300001.mov,,,,,,,,,
421,KAUMOK112300004,KAU,MOK,97,47,,NULL,1123,00004,,Kohaku,Unknown,,,Momotaro Koi,Nov 2023,,,,PIETH,,,,,,KAUMOK112300004.MP4,,,,,,,,,
422,KAUMOK022300001,KAU,MOK,97,47,,NULL,0223,00001,,Kohaku,Unknown,,,Momotaro Koi,Feb 2023,,,,PIETH,,,,,,KAUMOK022300001.MP4,,,,,,,,,
423,GOOMOK022300001,GOO,MOK,73,47,,NULL,0223,00001,,Goromo,Unknown,,,Momotaro Koi,Feb 2023,,,,PIETH,,,,,,GOOMOK022300001.MP4,,,,,,,,,
424,DSAMYA000000001,DSA,MYA,30,52,,NULL,0000,00001,,Doitsu Sanke,Unknown,,,Miyatora Koi Farm,,,,,PIETH,,,,,DSAMYA000000001.jpg,DSAMYA000000001.MOV,,,,,,,,,
425,GMAIKF112300001,GMA,IKF,34,13,,NULL,1123,00001,,Ginrin Matsukawabake,Unknown,,2,Igarashi Koi Farm,Nov 2023,,,,PIETH,,,,,GMAIKF112300001.JPG,GMAIKF112300001.MP4,,,,,,,,,
426,HUTIKF112300001,HUT,IKF,85,13,,NULL,1123,00001,,Hikari Utsurimono,Unknown,,2,Igarashi Koi Farm,Nov 2023,,,,PIETH,,,,,HUTIKF112300001.jpg,HUTIKF112300001.MP4,,,,,,,,,
427,BKUIKF032300001,BKU,IKF,13,13,,NULL,0323,00001,,Beni Kumonryu,Unknown,,1,Igarashi Koi Farm,Mar 2023,27,,,PIETH,,75000,,,BKUIKF032300001.PNG,BKUIKF032300001.mov,,,,,,,,,
428,DOOIKF032300001,DOO,IKF,28,13,,NULL,0323,00001,,Doitsu Ochiba,Unknown,,1,Igarashi Koi Farm,Mar 2023,33,,,PIETH,,,,,,DOOIKF032300001.mov,,,,,,,,,
429,GOAIKF032300001,GOA,IKF,55,13,,NULL,0323,00001,,Ginrin Ochiba,Unknown,,1,Igarashi Koi Farm,Mar 2023,33,,,PIETH,,,,,GOAIKF032300001.png,,,,,,,,,,
430,TSHNIS032300001,TSH,NIS,175,98,,NULL,0323,00001,,Tancho Showa,Unknown,,1,Nishikigoi Koi Farm,Mar 2023,,,,PIETH,,,,,TSHNIS032300001.PNG,TSHNIS032300001.mov,,,,,,,,,
431,GDKIKF112300001,GDK,IKF,181,13,,NULL,1123,00001,,Ginrin Doitsu Kogane Ochiba,Unknown,,2,Igarashi Koi Farm,Nov 2023,,,,PIETH,,,,,GDKIKF112300001.JPG,GDKIKF112300001.MP4,,,,,,,,,
432,ASINGT112300001,ASI,NGT,1,99,,NULL,1123,00001,,Asagi,Female,,,Niigata,Nov 2023,62,,,PIETH,,,,,ASINGT112300001.jpg,ASINGT112300001.mov,,,,,,,,,
433,KYANGT112300001,KYA,NGT,91,99,,NULL,1123,00001,,Kanoko Yuki Asagi,Female,,,Niigata,Nov 2023,60,,,PIETH,,,,,KYANGT112300001.jpg,KYANGT112300001.mov,,,,,,,,,
434,TKUNGT112300001,TKU,NGT,171,99,,NULL,1123,00001,,Tancho Kujyaku,Female,,,Niigata,Nov 2023,57,,,PIETH,,,,,TKUNGT112300001.jpg,TKUNGT112300001.mov,,,,,,,,,
435,KRSNGT112300001,KRS,NGT,182,99,,NULL,1123,00001,,Karashi Shigure,Female,,,Niigata,Nov 2023,77,,,PIETH,,,,,KRSNGT112300001.PNG,KRSNGT112300001.mov,,,,,,,,,
436,DSHNGT112300001,DSH,NGT,32,99,,NULL,1123,00001,,Doitsu Showa,Female,,,Niigata,Nov 2023,59,,,PIETH,,,,,DSHNGT112300001.PNG,DSHNGT112300001.MP4,,,,,,,,,
437,DOSNGT032300001,DOS,NGT,183,99,,NULL,0323,00001,,Doitsu Sanshoku,Unknown,,1,Niigata,Mar 2023,14-17,,,PIETH,,,,,DOSNGT032300001.png,DOSNGT032300001.mov,,,,,,,,,
438,DOSNGT032300002,DOS,NGT,183,99,,NULL,0323,00002,,Doitsu Sanshoku,Unknown,,1,Niigata,Mar 2023,14-17,,,PIETH,,,,,DOSNGT032300002.png,DOSNGT032300002.mov,,,,,,,,,
439,DOSNGT032300003,DOS,NGT,183,99,,NULL,0323,00003,,Doitsu Sanshoku,Unknown,,1,Niigata,Mar 2023,14-17,,,PIETH,,,,,DOSNGT032300003.png,DOSNGT032300003.mov,,,,,,,,,
440,DOSNGT032300004,DOS,NGT,183,99,,NULL,0323,00004,,Doitsu Sanshoku,Unknown,,1,Niigata,Mar 2023,14-17,,,PIETH,,,,,DOSNGT032300004.png,DOSNGT032300004.mov,,,,,,,,,
441,DOSNGT032300005,DOS,NGT,183,99,,NULL,0323,00005,,Doitsu Sanshoku,Unknown,,1,Niigata,Mar 2023,14-17,,,PIETH,,,,,DOSNGT032300005.png,DOSNGT032300005.mov,,,,,,,,,
442,SHSNGT032300001,SHS,NGT,157,99,,NULL,0323,00001,,Showa Sansoku,Unknown,,1,Niigata,Mar 2023,28,,,PIETH,,100000,,,SHSNGT032300001.png,,,,,,,,,,
443,SHSNGT032300002,SHS,NGT,157,99,,NULL,0323,00002,,Showa Sansoku,Unknown,,1,Niigata,Mar 2023,34,,,PIETH,,100000,,,SHSNGT032300002.png,,,,,,,,,,
444,SHSNGT032300003,SHS,NGT,157,99,,NULL,0323,00003,,Showa Sansoku,Unknown,,1,Niigata,Mar 2023,29,,,PIETH,,100000,,,SHSNGT032300003.png,,,,,,,,,,
445,SHSNGT032300004,SHS,NGT,157,99,,NULL,0323,00004,,Showa Sansoku,Unknown,,1,Niigata,Mar 2023,34,,,PIETH,,100000,,,SHSNGT032300004.png,,,,,,,,,,
446,SANSFF000000002,SAN,SFF,150,71,,NULL,0000,00002,,Sanke,Unknown,,,Sakai Fish Farm,,,,,OYAGOI,,,,,SANSFF000000002.jpg,SANSFF000000002.MP4,,,,,,,,,
447,SHASFF000000001,SHA,SFF,NULL,71,,NULL,0000,00001,,Showa,Unknown,,,Sakai Fish Farm,,,,,OYAGOI,,,,,SHASFF000000001.jpg,SHASFF000000001.MP4,,,,,,,,,
448,SANSFF000000003,SAN,SFF,150,71,,NULL,0000,00003,,Sanke,Unknown,,,Sakai Fish Farm,,,,,OYAGOI,,,,,SANSFF000000003.JPG,,,,,,,,,,
449,GSWDKF000000001,GSW,DKF,64,3,,NULL,0000,00001,,Ginrin Showa,Unknown,,,Dainichi Koi Farm,,,,,OYAGOI,,,,,GSWDKF000000001.JPG,GSWDKF000000001.MP4,,,,,,,,,
450,SANIKF000000001,SAN,IKF,150,13,,NULL,0000,00001,,Sanke,Unknown,,,Isa Koi Farm,,,,,OYAGOI,,,,,SANIKF000000001.JPG,SANIKF000000001.MP4,,,,,,,,,
